식품이름,1회제공량 (g),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g)
치즈머핀,75,27.0,3.0,12.0,16.5,172.5,67.5,1.5,0.38
치즈베이글,60,18.0,6.0,2.4,2.4,306.0,8.4,1.5,0.0
치즈소시지베이글,65,13.0,5.85,2.28,1.3,312.0,5.85,2.28,0.0
치즈앤치즈머핀,90,30.6,5.4,25.2,18.0,621.0,88.2,3.96,0.45
치즈앤치즈붓세,45,9.9,1.35,3.6,5.4,36.0,45.0,1.8,0.0
치즈야채롤,100,41.66,9.02,17.96,6.12,521.95,0.0,3.31,0.0
치즈츄이스티,50,14.5,1.0,6.0,5.0,95.0,13.0,1.95,0.0
치즈카스테라,80,28.0,4.8,10.4,17.6,176.0,140.0,6.4,0.4
치즈케이크,70,15.0,5.0,19.0,14.0,110.0,110.0,2.0,0.04
치즈파운드줄,57,13.11,2.28,7.41,6.27,112.86,37.62,3.99,0.0
치즈할리피뇨베이글,110,58.3,12.1,6.6,8.8,891.0,11.0,2.42,0.0
카라멜도라야끼,60,21.6,1.8,1.26,13.2,45.0,21.0,0.3,0.0
카라멜모카쉬폰,70,13.3,1.4,10.5,5.6,78.4,60.2,4.9,0.0
카라멜시나몬브레드,100,44.97,6.44,13.34,11.87,310.59,0.0,8.15,0.0
카스타드크림빵,72,23.04,2.88,2.88,8.64,55.44,23.04,1.44,0.0
카스테라미니,72,27.36,3.6,4.32,18.0,91.44,114.48,0.72,0.0
카카오후로스티드,48,12.0,1.92,7.2,2.88,139.2,0.0,3.84,0.24
카카오하니딥,53,18.02,1.59,6.36,7.95,169.6,0.0,2.49,0.0
카페헤이즐넛,74,25.16,2.96,15.54,8.88,118.4,0.0,6.66,0.0
카페마카롱케이크,70,23.0,3.0,18.0,17.0,90.0,95.0,8.0,0.18
카페모카,55,12.1,1.65,7.15,8.25,54.45,26.95,3.85,0.0
카푸치노붓세,45,25.0,2.0,7.1,12.0,70.0,90.0,3.8,0.22
카푸치노츄이스티,50,15.0,0.5,6.0,6.0,65.0,13.0,1.9,0.0
카프치노붓세,45,11.25,0.9,3.15,5.4,31.5,40.5,1.8,0.0
커피번,100,43.26,7.43,27.28,1.08,317.45,0.0,10.96,0.0
코르네파이,48,20.0,2.0,19.0,3.0,210.0,5.0,8.0,0.25
콩범벅페스트리,81,31.59,4.05,7.29,6.48,135.27,12.15,3.24,0.0
콩크림치즈,93,39.06,6.51,12.09,13.02,234.36,26.97,5.58,0.0
쿠키앤치즈,47,7.52,1.41,4.7,3.76,74.73,9.87,2.35,0.0
크라운초코,47,7.99,0.94,6.58,6.11,40.89,18.33,3.29,0.0
크랜베리휘낭시에,30,12.0,2.0,7.0,8.0,45.0,15.0,4.5,0.15
크랜베리소보루패스츄리,100,47.4,8.23,22.31,10.49,390.62,0.0,9.31,0.0
크랜베리스콘,75,30.0,3.0,9.0,9.0,277.5,26.25,5.25,0.0
크랜베리월넛쿠키,100,64.84,5.76,23.63,29.08,425.45,0.0,3.84,0.0
크랜베리필드,55,14.85,2.2,4.4,6.05,99.0,0.0,2.69,0.0
크렌베리브레드,100,50.6,10.21,2.51,10.17,291.27,0.0,0.38,0.0
크렌베리피칸,100,48.84,8.9,7.27,12.07,260.57,0.0,0.63,0.0
크로와상,56,12.32,1.68,7.28,2.24,120.4,7.84,3.36,0.0
크로크무슈,100,26.77,11.79,21.8,2.98,502.03,0.0,7.31,0.0
크림치즈머핀,65,19.5,3.25,11.05,11.7,169.0,42.25,4.55,0.0
크림치즈파운드,71,23.43,3.55,11.36,12.07,234.3,53.25,5.68,0.0
크림치즈호두빵,100,37.37,9.62,20.61,5.89,314.05,0.0,5.61,0.0
클래식모카,70,26.6,3.5,2.8,9.1,184.8,17.5,1.4,0.0
키스미쇼콜라,70,16.1,2.8,10.5,11.2,31.5,59.5,3.5,0.0
키즈미니도넛세트,60,19.2,2.4,11.4,6.0,204.0,0.0,4.8,0.0
키즈스토리케이크,60,19.0,3.0,18.0,11.0,90.0,75.0,8.0,0.35
키즈초코레이싱,47,7.52,0.94,6.11,5.64,24.44,23.97,3.29,0.0
통단팥품은계란빵,100,54.55,6.45,14.75,9.11,86.25,0.0,4.79,0.0
통밀자연그대로,70,22.4,3.5,1.75,2.8,189.0,3.5,1.05,0.0
통큰팥빵,77,28.49,3.85,2.31,8.47,58.52,17.71,0.77,0.0
특판케익고구마맛,70,17.5,3.5,7.7,11.2,35.0,123.2,3.5,0.0
특판케익초코,70,16.1,2.8,7.0,9.8,116.2,31.5,2.1,0.0
티라미수소프트링,62,14.88,2.48,8.06,3.72,99.2,0.0,3.72,0.0
티라미수스퀘어케잌,71,19.88,2.84,10.65,4.97,120.7,0.0,4.26,0.0
티라미스케익,47,7.05,1.41,3.76,5.17,32.43,42.3,2.35,0.0
파리녹차롤케익,70,20.3,2.8,4.2,12.6,70.0,80.5,1.4,0.0
파리롤케익,70,17.5,2.8,7.0,9.8,87.5,80.5,1.05,0.0
파리명가명품녹차,50,14.5,1.5,1.0,12.0,12.5,37.5,0.5,0.0
파리명가명품벌꿀,50,14.5,1.5,1.0,11.5,12.5,37.5,0.5,0.0
파리명가명품초코,50,14.5,1.5,1.0,10.5,12.5,37.5,0.5,0.0
파리모카스폰지,70,28.0,4.0,11.0,15.0,140.0,120.0,3.0,0.25
파리잉글리쉬파운드케익,60,15.6,1.8,7.8,7.2,66.0,33.0,3.6,0.0
파리호두파운드케익,60,13.8,2.4,10.2,6.6,51.0,33.0,3.6,0.0
파우더스트로베리필드,71,21.3,2.13,9.23,6.39,106.5,0.0,3.19,0.0
파운드,73,29.93,2.92,8.03,13.87,65.7,43.8,3.5,0.0
파인애플듬뿍패스츄리,100,34.08,3.34,9.32,3.27,152.03,0.0,3.51,0.0
파티파티치즈케이크,70,23.0,5.0,11.0,14.0,100.0,105.0,7.0,0.6
팥만주,66,42.0,7.0,7.0,19.0,110.0,30.0,1.0,0.24
펌킨크림치즈스퀘어,60,15.6,2.4,6.6,4.8,120.0,0.0,4.2,0.0
페스트리토스트,65,18.85,3.25,5.2,1.95,183.95,9.75,3.25,0.0
포레도무,70,24.0,5.0,17.0,16.0,130.0,110.0,7.0,0.15
포쉬케익,50,6.5,1.5,3.5,5.0,45.0,29.0,2.0,0.0
포켓샌드딸기요거티,80,22.4,3.2,12.8,5.6,200.0,28.0,8.0,0.4
포켓샌드땅콩,70,22.4,3.5,10.5,4.9,182.0,16.8,5.6,0.35
포켓샌드블루베리,84,29.4,3.36,5.88,10.92,243.6,10.92,3.36,0.0
폭신폭신우유빵,100,47.61,8.84,5.35,1.4,492.68,0.0,2.82,0.0
푸를녹차쉬폰,70,14.0,2.1,8.4,7.7,84.0,49.0,2.1,0.0
푸를녹차쉬폰,70,20.0,3.0,12.0,11.0,120.0,70.0,3.0,0.26
프렌치브리오쉬식빵,48,9.6,1.92,3.36,1.92,91.2,24.0,1.68,0.24
프렌치초코앤치즈,70,25.0,4.0,16.0,12.0,110.0,110.0,9.0,0.15
프렌치브리오쉬식빵,100,43.31,9.3,17.34,5.27,419.43,0.0,5.64,0.0
프룬파운드,74,28.86,2.96,10.36,16.28,177.6,55.5,4.44,0.0
프리미엄녹차카스테라,50,15.5,2.0,1.0,5.5,42.5,45.0,0.4,0.0
프리미엄생크림호,70,14.7,1.4,6.3,9.8,54.6,31.5,4.2,0.0
프리미엄생크림케익호,70,14.0,1.4,5.6,9.8,51.8,29.4,3.5,0.0
프리미엄에클레어,80,30.4,4.8,8.8,10.4,358.4,0.0,5.12,0.0
프리미엄초콜릿케익,58,15.08,2.32,8.12,11.02,63.8,29.0,4.06,0.0
프리미엄카스테라,50,14.5,2.0,1.15,9.5,45.0,40.0,0.4,0.0
플래인머핀,80,27.2,4.0,14.4,12.0,156.0,50.4,3.2,0.0
플래인베이글,100,58.39,10.14,1.41,5.1,340.25,0.0,0.34,0.0
플레인베이글,120,75.6,13.2,3.0,3.6,780.0,0.0,0.6,0.0
플레인와플,100,55.06,6.5,21.97,25.92,132.1,0.0,8.9,0.0
피넛크런치,55,11.55,3.3,8.8,2.2,104.5,0.0,3.85,0.0
피칸파이,70,21.7,2.8,7.0,11.9,39.9,65.8,2.1,0.0
핑크러브생크림미니,70,14.0,1.4,6.3,10.5,51.1,28.7,4.2,0.0
한겹한겹촉촉한밀크브레드,100,52.36,9.04,14.12,18.11,269.36,0.0,4.02,0.0
한입샌드땅콩내용물,80,32.0,5.0,15.0,7.0,260.0,24.0,8.0,0.24
한입샌드블루베리,84,35.0,4.0,7.0,13.0,290.0,13.0,4.0,0.04
한입쏙밤만주,60,18.0,1.8,0.84,9.6,15.0,27.0,0.36,0.0
한입에두번반한단팥크림빵,70,23.0,4.0,4.0,7.0,230.0,15.0,1.5,0.09
핫치킨풀어파츠,82,23.78,9.02,6.56,4.1,311.6,0.0,3.36,0.0
해피먼치킨컵개최대치,75,37.5,3.75,12.0,16.5,240.0,0.0,5.25,0.0
해피먼치킨컵개최소치,50,13.0,1.5,5.0,4.0,130.0,0.0,2.0,0.0
해피먼치킨컵개최대치,75,37.5,3.75,12.0,16.5,240.0,0.0,5.25,0.0
해피먼치킨컵개최소치,50,13.0,1.5,5.0,4.0,130.0,0.0,2.0,0.0
핸드메이드고구마호,70,17.5,2.1,7.7,11.9,30.1,63.0,4.2,0.0
핸드메이드딸기호,70,18.2,2.1,8.4,11.9,30.1,60.9,4.9,0.0
핸드메이드초코호,70,17.5,2.8,9.1,13.3,28.0,59.5,4.9,0.0
핸드메이드화이트단,70,16.8,2.1,7.7,12.6,29.4,57.4,4.2,0.0
핸드메이드화이트호,70,17.5,2.1,7.7,12.6,29.4,59.5,4.2,0.0
햄버거,59,14.75,2.95,2.36,1.77,135.7,8.85,1.18,0.0
햄야채모닝롤,100,45.1,9.97,14.84,4.18,443.48,0.0,9.98,0.0
행복을나누고싶은블루베리롤,55,11.55,1.65,4.95,7.15,55.0,46.75,0.55,0.0
허니본델리슈,50,13.5,1.5,1.25,9.0,20.0,52.5,0.5,0.0
허니치즈브레드,100,34.47,12.01,16.12,5.91,455.33,0.0,6.2,0.0
허니후리터,70,30.8,3.5,9.8,9.1,329.0,0.0,4.2,0.35
헬로키티헬로모닝,70,21.0,3.5,2.45,3.5,175.0,3.5,1.4,0.0
호두파이,65,28.0,5.0,17.0,11.0,95.0,75.0,5.0,0.28
호두를더한호밀식빵,70,20.3,3.5,2.45,2.1,189.0,3.5,1.05,0.0
호두미니타르트,60,11.4,2.4,10.2,6.6,42.0,36.0,3.6,0.0
호두바나나머핀,100,40.31,6.21,23.82,22.38,131.38,0.0,9.17,0.0
호두아몬드커플,65,21.0,4.0,21.0,13.0,95.0,65.0,8.0,0.29
호두아몬드파티,65,21.0,4.0,21.0,13.0,95.0,65.0,8.0,0.24
호두케익,57,11.4,1.71,9.12,7.41,63.27,30.78,3.99,0.0
호두파운드케익,60,15.6,1.8,7.8,7.2,66.0,33.0,3.6,0.0
호두파이,65,14.95,3.25,11.05,4.55,55.25,45.5,3.25,0.32
호밀블루베리브레드,100,51.52,9.91,1.7,3.34,384.1,0.0,0.48,0.0
호밀식빵,70,20.3,3.5,2.45,2.1,189.0,3.5,1.05,0.0
호박떡스폰지케익,74,22.94,3.7,9.62,5.92,207.2,62.9,3.55,0.0
호박머핀,100,58.0,6.0,13.0,21.0,360.0,10.0,5.0,0.0
호박쌀카스테라,100,48.0,8.0,14.0,34.0,180.0,250.0,6.0,0.0
호박파운드,70,21.0,2.1,4.2,8.4,235.2,25.2,0.7,0.0
홈메이드호두케이크,60,19.0,3.0,17.0,11.0,105.0,90.0,6.0,0.43
홍차만주,66,42.0,7.0,6.0,20.0,85.0,35.0,1.0,0.24
홍차휘낭시에,30,4.05,0.45,2.2,2.7,18.0,0.0,0.72,0.0
화이트단,60,20.0,2.0,18.0,14.0,100.0,70.0,8.0,0.22
후레쉬슈,100,22.98,4.35,29.92,15.76,72.73,0.0,15.51,0.0
후레쉬식빵,70,21.0,3.5,2.45,2.1,210.0,7.0,1.4,0.0
후르츠롤케이크,70,9.1,2.8,7.0,5.6,45.5,70.0,3.5,0.0
휭거마드레느,30,4.15,0.6,2.08,1.38,38.08,16.62,0.76,0.0
네잎클로버비알코리아,100,25.0,7.0,11.0,22.0,80.0,35.0,6.0,0.0
더블초콜릿블러섬비알코리아,100,30.0,4.0,13.0,27.0,105.0,35.0,8.0,0.0
버블디노비알코리아,100,25.0,8.0,11.0,22.0,85.0,30.0,6.0,0.0
블루베리요거트비알코리아,100,29.0,4.0,9.0,23.0,100.0,30.0,6.0,0.0
어드벤쳐비알코리아,100,30.0,7.0,9.0,23.0,75.0,30.0,6.0,0.0
와츄원비알코리아,100,28.0,4.0,9.0,23.0,95.0,25.0,6.0,0.0
와츄원비알코리아,100,29.0,4.0,11.0,24.0,100.0,40.0,7.0,0.0
와츄원비알코리아,100,28.0,4.0,11.0,25.0,105.0,40.0,7.0,0.0
인크레더블가든비알코리아,100,33.0,4.0,11.0,25.0,130.0,30.0,6.0,0.0
큐브샤롯뜨비알코리아,100,26.0,4.0,12.0,22.0,85.0,40.0,7.0,0.0
요거트,115,0.0,4.6,0.0,27.6,118.45,0.0,6.9,0.0
가지큐브샤롯뜨,115,0.0,5.75,0.0,28.75,119.6,0.0,9.2,0.0
고스트월드비알코리아,100,29.0,4.0,15.0,26.0,115.0,40.0,10.0,0.5
그린티,115,0.0,5.75,0.0,28.75,125.35,0.0,10.35,0.0
내친구배스키비알코리아,100,26.0,9.0,12.0,23.0,85.0,30.0,7.0,0.0
네잎클로버,115,0.0,9.2,0.0,29.9,105.8,0.0,9.2,0.0
녹차아이스크림,100,24.14,4.07,4.52,19.4,14.17,0.0,2.48,0.0
뉴욕치즈케이크,115,0.0,5.75,0.0,29.9,146.05,0.0,11.5,0.0
다크초코나이트,115,0.0,6.9,0.0,37.95,278.3,0.0,10.35,0.0
더블쿠키샌드체리쥬빌레초코후레이크동그린,74,25.9,2.96,13.32,5.18,79.92,34.78,5.18,0.0
더블쿠키샌드초콜릿무스화이트초콜릿동그린,74,28.86,3.7,14.8,10.36,90.28,34.78,5.92,0.0
더블쿠키샌드초코쿠키,74,0.0,2.96,0.0,7.4,66.6,0.0,4.44,0.0
더블쿠키샌드플레인쿠키,74,0.0,2.22,0.0,3.7,59.2,0.0,3.7,0.0
듀얼와츄원,115,0.0,5.75,0.0,33.35,139.15,0.0,10.35,0.0
디노젤리비알코리아,100,27.0,4.0,10.0,23.0,65.0,40.0,6.0,0.0
딸기선데이아이스크림,168,0.0,11.76,0.0,58.8,126.0,0.0,5.04,0.0
딸기아이스크림,100,26.53,2.35,3.05,18.81,24.03,0.0,1.8,0.0
땅콩로켓비알코리아,100,29.0,5.0,17.0,26.0,120.0,40.0,10.0,0.0
러브미,115,0.0,3.45,0.0,32.2,119.6,0.0,9.2,0.0
러블리큐브비알코리아,100,30.0,3.0,11.0,26.0,110.0,35.0,7.0,0.0
러블리큐브,115,0.0,3.45,0.0,33.35,125.35,0.0,8.05,0.0
레인보우와플콘,111,0.0,5.55,0.0,25.53,46.62,0.0,5.55,0.0
레인보우샤베트,115,0.0,1.15,0.0,40.25,46.0,0.0,1.15,0.0
로맨틱시즘,115,0.0,5.75,0.0,29.9,132.25,0.0,8.05,0.0
롤바닐라동그린,33,14.19,1.98,4.62,7.92,34.98,9.9,2.97,0.0
롤초콜릿동그린,33,14.85,1.98,4.62,8.91,34.98,9.9,2.64,0.0
마녀의칵테일파티비알코리아,100,27.0,3.0,10.0,26.0,80.0,40.0,6.0,0.0
마법사의할로윈,115,0.0,5.75,0.0,35.65,139.15,0.0,9.2,0.0
마이레몬트리,100,33.17,0.75,3.28,24.2,15.49,0.0,1.52,0.0
망고탱고,100,26.64,2.67,10.41,20.54,36.8,0.0,6.21,0.0
몽키바나나아이스캔디,65,12.35,0.65,0.98,10.4,16.25,3.25,0.65,0.0
무비씨어터팝콘,115,0.0,5.75,0.0,26.45,146.05,0.0,10.35,0.0
민트초콜릿칩,100,24.95,3.09,12.99,12.06,61.38,0.0,7.44,0.0
민트향초콜릿칩비알코리아,100,25.0,4.0,13.0,23.0,90.0,45.0,9.0,0.0
민트향초콜릿칩,115,0.0,5.75,0.0,29.9,119.6,0.0,11.5,0.0
바나나몬스터비알코리아,100,31.0,4.0,15.0,27.0,130.0,35.0,8.0,0.0
바닐라,115,0.0,5.75,0.0,28.75,125.35,0.0,10.35,0.0
바람과함께사라지다,115,0.0,5.75,0.0,34.5,146.05,0.0,9.2,0.0
베리로맨틱홀리데이비알코리아,100,27.0,8.0,10.0,25.0,80.0,30.0,6.0,0.0
베리베리스트로베리,115,0.0,3.45,0.0,32.2,98.9,0.0,8.05,0.0
별이빛나는밤에,115,0.0,8.05,0.0,26.45,93.15,0.0,5.75,0.0
블루베리요거트,115,0.0,5.75,0.0,29.9,132.25,0.0,9.2,0.0
비스킷슈체리,45,0.0,0.9,0.0,4.5,20.25,0.0,1.8,0.0
비스킷슈초콜릿,45,0.0,0.9,0.0,5.4,24.75,0.0,1.8,0.0
쁘띠봉봉프랜드비알코리아,100,25.0,10.0,11.0,22.0,95.0,30.0,6.0,0.0
사랑에빠진딸기,115,0.0,5.75,0.0,33.35,158.7,0.0,9.2,0.0
새콤오렌지베리,115,0.0,3.45,0.0,34.5,105.8,0.0,8.05,0.0
선데이아이스크림복숭아,165,0.0,4.95,0.0,46.2,85.8,0.0,12.87,0.0
선데이아이스크림스트로베리,165,0.0,4.95,0.0,46.2,82.5,0.0,12.87,0.0
선물가득산타비알코리아,100,26.0,8.0,12.0,22.0,80.0,30.0,7.0,0.0
순수우유아이스크림,115,0.0,5.75,0.0,20.7,98.9,0.0,11.5,0.0
숲속의루돌프비알코리아,100,23.0,4.0,12.0,22.0,95.0,45.0,8.0,0.0
슈그린티동그린,30,9.0,2.1,3.0,6.0,65.1,9.9,2.1,0.0
슈초콜릿동그린,30,11.1,2.1,3.0,6.0,69.9,9.9,1.5,0.0
슈팅스타,115,0.0,3.45,0.0,35.65,112.7,0.0,9.2,0.0
스노우치즈초콜릿,115,0.0,5.75,0.0,33.35,165.6,0.0,10.35,0.0
스노우모찌그린티러버동그린,70,34.3,2.8,4.2,8.4,118.3,14.0,2.8,0.0
스노우모찌스프링스트로베리동그린,70,34.3,2.8,3.5,8.4,108.5,14.0,2.1,0.0
스노우모찌그린티,70,0.0,2.1,0.0,6.3,87.5,0.0,2.1,0.0
스노우모찌스트로베리,70,0.0,2.1,0.0,6.3,80.5,0.0,1.4,0.0
스위트마리아주비알코리아,100,26.0,4.0,11.0,24.0,90.0,45.0,7.0,0.0
아몬드봉봉,115,0.0,5.75,0.0,35.65,139.15,0.0,10.35,0.0
아이스도라야끼,114,23.94,4.56,7.98,18.24,91.2,96.9,5.02,0.0
아이스크림롤바닐라,33,0.0,0.66,0.0,2.64,11.55,0.0,0.82,0.0
아이스크림롤초콜릿,33,0.0,0.66,0.0,2.97,11.55,0.0,0.82,0.0
아주특별한파티케이크,115,0.0,13.8,0.0,27.6,98.9,0.0,8.05,0.0
애플민트비알코리아,100,24.0,1.0,2.0,15.0,37.0,9.0,1.0,0.0
엄마는외계인비알코리아,100,28.0,4.0,13.0,26.0,105.0,40.0,8.0,0.0
엄마는외계인,115,0.0,5.75,0.0,34.5,139.15,0.0,10.35,0.0
올라샹그리아비알코리아,100,29.0,0.0,0.0,21.0,10.0,0.0,0.0,0.0
와츄원,115,0.0,5.75,0.0,29.9,125.35,0.0,8.05,0.0
요거트,100,30.01,2.6,3.11,24.58,36.79,0.0,2.17,0.0
월넛,115,0.0,5.75,0.0,27.6,119.6,0.0,10.35,0.0
유자요거트비알코리아,100,33.0,1.0,2.0,27.0,20.0,5.0,1.0,0.0
이상한나라의솜사탕,115,0.0,5.75,0.0,32.2,139.15,0.0,11.5,0.0
이상한나라의솜사탕,100,28.55,3.26,13.08,16.32,67.63,0.0,7.4,0.0
인크레더블가든,115,0.0,10.35,0.0,27.6,132.25,0.0,6.9,0.0
자모카봉봉,115,0.0,5.75,0.0,29.9,125.35,0.0,10.35,0.0
자모카아몬드훠지비알코리아,100,28.0,4.0,13.0,23.0,80.0,35.0,6.0,0.0
자모카아몬드훠지,115,0.0,5.75,0.0,29.9,105.8,0.0,8.05,0.0
젤라또슈딸기요거트,33,2.31,0.66,1.32,1.32,16.5,6.6,0.33,0.19
체리쥬빌레비알코리아,100,27.0,3.0,10.0,23.0,80.0,40.0,6.0,0.0
체리칠리에지아,100,26.23,2.01,2.71,22.44,25.07,0.0,1.37,0.0
체리쥬빌레,115,0.0,3.45,0.0,29.9,105.8,0.0,8.05,0.0
초코,100,26.87,4.2,6.33,31.61,71.9,0.0,3.25,0.0
초콜릿,115,0.0,5.75,0.0,35.65,146.05,0.0,9.2,0.0
카라멜선데이아이스크림,177,0.0,12.39,0.0,88.5,203.55,0.0,7.08,0.0
카라멜초코크런치비알코리아,100,32.0,4.0,13.0,27.0,135.0,40.0,8.0,0.0
카라멜프랄린치즈케이크비알코리아,100,33.0,4.0,12.0,29.0,142.0,35.0,6.0,0.0
카라멜프랄린치즈케이크,115,0.0,4.6,0.0,39.1,187.45,0.0,8.05,0.0
카바나베리바나나,100,24.18,3.33,4.73,16.5,54.73,0.0,2.39,0.0
쿠키부키비알코리아,100,31.0,4.0,16.0,25.0,150.0,45.0,9.0,0.0
쿠키앤크림비알코리아,100,26.0,4.0,16.0,23.0,135.0,40.0,10.0,0.0
쿠키샌드바닐라,65,0.0,1.95,0.0,6.5,48.75,0.0,3.25,0.0
쿠키샌드초콜릿무스동그린,65,24.7,3.25,11.05,13.0,79.95,24.7,5.2,0.0
쿠키샌드초콜릿무스,65,0.0,1.95,0.0,8.45,52.0,0.0,3.25,0.0
쿠키앤민트향,115,0.0,5.75,0.0,28.75,132.25,0.0,6.9,0.0
티아미슈,100,25.29,4.3,4.2,42.44,82.66,0.0,2.14,0.0
파핑트로피카비알코리아,100,31.0,1.0,3.0,30.0,40.0,5.0,2.0,0.0
피스타치오향아몬드,115,0.0,6.9,0.0,26.45,112.7,0.0,9.2,0.0
핑크미니,115,0.0,5.75,0.0,27.6,105.8,0.0,10.35,0.0
해피초코지브라비알코리아,100,29.0,4.0,13.0,26.0,105.0,40.0,8.0,0.0
해피큐브비알코리아,100,28.0,4.0,12.0,25.0,105.0,40.0,7.0,0.0
해피큐브,115,0.0,5.75,0.0,32.2,125.35,0.0,9.2,0.0
헤이즐넛젤라또,100,13.0,1.0,5.0,13.0,0.0,0.0,2.0,0.0
호두까기인형비알코리아,100,31.0,5.0,10.0,21.0,100.0,20.0,3.5,0.0
홀리원터나이트비알코리아,100,26.0,7.0,10.0,20.0,85.0,40.0,6.0,0.0
흰눈사이진저맨비알코리아,100,22.0,9.0,9.0,19.0,70.0,35.0,6.0,0.0
고기만두,100,12.88,6.91,13.36,2.23,493.55,0.0,2.04,0.0
고추만두,100,16.64,5.29,5.68,4.77,321.94,0.0,1.18,0.0
군만두,100,24.2,7.29,5.9,1.01,519.98,0.0,1.38,0.0
김치만두,100,16.99,7.33,11.25,1.59,452.8,0.0,1.24,0.0
떡볶이,100,34.3,3.01,4.38,5.2,563.3,0.0,0.19,0.0
만두야끼만두,100,15.74,5.68,10.35,0.72,486.59,0.0,1.93,0.0
모듬만두,100,11.67,6.26,11.75,4.39,512.07,0.0,1.22,0.0
불고기군만두,100,25.04,8.27,9.62,2.17,369.52,0.0,1.81,0.0
비빔만두,100,13.56,4.45,14.97,5.47,367.26,0.0,1.85,0.0
새우만두,100,14.81,6.22,6.58,1.29,467.3,0.0,0.85,0.0
스페셜떡볶이,100,39.13,4.27,2.16,4.69,547.26,0.0,0.2,0.0
어묵,100,17.84,8.29,2.95,2.42,451.77,0.0,0.32,0.0
치즈떡볶이,100,32.0,3.36,5.26,5.7,397.6,0.0,0.5,0.0
치즈만두,100,17.71,7.78,9.82,1.16,372.49,0.0,2.73,0.0
카레만두,100,14.77,8.15,5.74,4.49,453.24,0.0,0.41,0.0
튀김만두,100,22.71,5.02,19.39,1.01,322.3,0.0,3.87,0.0
해물만두,100,7.94,8.52,9.85,2.93,437.24,0.0,0.21,0.0
해물부추만두,100,20.99,6.32,3.29,0.29,445.95,0.0,0.21,0.0
게랑드버터카라멜,20,3.4,0.0,0.4,2.4,36.4,1.0,0.26,0.0
고소한검정깨스틱,40,11.6,1.6,2.2,0.4,56.0,0.0,0.4,0.0
고소한두부스낵,25,3.0,0.5,1.23,1.25,27.5,1.25,0.17,0.0
다크초코칩쿠키,35,5.25,0.7,4.55,2.1,24.5,8.75,2.1,0.17
땅콩전병,30,6.6,0.9,1.2,2.4,21.0,15.0,0.48,0.0
라메종드아모린카라멜,14,1.4,0.14,0.28,0.98,8.4,0.0,0.14,0.0
라이스쿠키,36,6.12,0.72,2.52,2.88,36.0,14.4,1.44,0.18
라임빙과류,100,27.0,1.0,1.0,26.0,21.0,4.0,0.7,0.0
라즈베리빙과류,100,27.0,1.0,1.0,26.0,21.0,4.0,0.7,0.0
레몬소르베,100,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
마늘토스트,70,13.3,1.4,2.8,11.9,93.8,0.0,2.1,0.0
몽펠리에스틱쿠키,40,10.8,0.8,2.8,5.2,2.0,0.28,0.4,0.0
미니쌀약과,30,5.7,0.3,2.1,1.5,7.8,0.0,0.6,0.0
버터팝콘,30,8.4,0.18,0.18,7.5,40.5,3.9,0.12,0.0
베리믹스소르베,100,32.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
벨지엄쿠키세트,50,16.0,1.5,6.5,9.5,45.0,1.5,4.0,0.0
보라색감자칩,100,43.0,6.0,41.0,2.0,162.0,0.0,4.0,0.0
보아씨에헤븐리펄캔디,15,1.89,0.0,0.0,0.87,0.0,0.0,0.0,0.0
소피아토웨이퍼롤스,24,3.84,0.24,1.44,2.16,4.8,0.0,0.24,0.0
스트로베리베로나,32,7.04,0.64,1.6,2.88,17.6,4.8,0.8,0.0
아몬드크로칸트쿠키,30,6.0,1.2,3.9,1.2,27.0,0.0,3.3,0.0
애플민트,100,27.16,1.48,5.05,17.24,23.22,0.0,2.41,0.0
에스쁠레뜨고추감자칩,100,43.0,6.0,41.0,2.0,162.0,0.0,4.0,0.0
오렌지쿠키,35,7.35,0.7,3.15,2.1,40.25,3.5,1.72,0.0
오이쉬와푸롤드위드크리미체다치즈,14,1.26,0.14,0.42,0.7,7.7,0.0,0.28,0.0
오트밀쿠키,35,7.35,0.7,2.8,2.45,29.75,5.25,1.64,0.0
유기농감자칩,125,67.5,10.0,65.0,3.75,253.75,0.0,5.0,0.0
자몽소르베,100,34.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
초코쿠키,30,5.7,0.6,3.0,3.6,30.0,1.8,0.9,0.0
치즈샤브레쿠키,32,4.16,0.96,2.88,1.6,35.2,12.8,1.92,0.16
카라멜팝콘,30,8.1,0.24,0.15,7.5,83.7,2.7,0.06,0.0
칸투치,28,4.76,0.84,1.96,2.8,0.56,0.56,0.28,0.0
클래식쿠키,27,4.86,0.54,1.89,2.16,20.25,2.7,0.94,0.0
파인애플샤벳,100,28.0,1.0,1.0,27.0,21.0,4.0,0.6,0.0
플라이딸기요거트,30,6.0,0.3,1.2,3.3,11.1,0.0,0.6,0.0
플라이살구요거트,30,5.4,0.6,1.5,2.7,10.2,0.0,0.9,0.0
플라이체리요거트,30,6.3,0.3,1.2,3.3,12.0,0.0,0.6,0.0
피치소르베,100,29.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
후르티아오젤리망고,110,20.9,0.0,0.0,20.9,0.0,0.0,0.0,0.0
